Tunnel length [m],Tunnel width [m],Tunnel height [m],Hydrauric diameter,T [K],Qdot [Kw],Critical velocity [m/s]
12,0.25,0.25,0.25,293,7.55000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.60000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.65000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.70000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.75000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.80000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.85000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.90000000000001,0.673056461227436
12,0.25,0.25,0.25,293,7.95000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.00000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.05000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.10000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.15000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.20000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.25000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.30000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.35000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.40000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.45000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.50000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.55000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.60000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.65000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.70000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.75000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.80000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.85000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.90000000000001,0.673056461227436
12,0.25,0.25,0.25,293,8.95000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.00000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.05000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.10000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.15000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.20000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.25000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.30000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.35000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.40000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.45000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.50000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.55000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.60000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.65000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.70000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.75000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.80000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.85000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.90000000000001,0.673056461227436
12,0.25,0.25,0.25,293,9.95000000000001,0.673056461227436
12,0.25,0.25,0.25,293,10,0.673056461227436
12,0.25,0.25,0.25,293,10.05,0.673056461227436
12,0.25,0.25,0.25,293,10.1,0.673056461227436
12,0.25,0.25,0.25,293,10.15,0.673056461227436
12,0.25,0.25,0.25,293,10.2,0.673056461227436
12,0.25,0.25,0.25,293,10.25,0.673056461227436
12,0.25,0.25,0.25,293,10.3,0.673056461227436
12,0.25,0.25,0.25,293,10.35,0.673056461227436
12,0.25,0.25,0.25,293,10.4,0.673056461227436
12,0.25,0.25,0.25,293,10.45,0.673056461227436
12,0.25,0.25,0.25,293,10.5,0.673056461227436
12,0.25,0.25,0.25,293,10.55,0.673056461227436
12,0.25,0.25,0.25,293,10.6,0.673056461227436
12,0.25,0.25,0.25,293,10.65,0.673056461227436
12,0.25,0.25,0.25,293,10.7,0.673056461227436
12,0.25,0.25,0.25,293,10.75,0.673056461227436
12,0.25,0.25,0.25,293,10.8,0.673056461227436
12,0.25,0.25,0.25,293,10.85,0.673056461227436
12,0.25,0.25,0.25,293,10.9,0.673056461227436
12,0.25,0.25,0.25,293,10.95,0.673056461227436
12,0.25,0.25,0.25,293,11,0.673056461227436
12,0.25,0.25,0.25,293,11.05,0.673056461227436
12,0.25,0.25,0.25,293,11.1,0.673056461227436
12,0.25,0.25,0.25,293,11.15,0.673056461227436
12,0.25,0.25,0.25,293,11.2,0.673056461227436
12,0.25,0.25,0.25,293,11.25,0.673056461227436
12,0.25,0.25,0.25,293,11.3,0.673056461227436
12,0.25,0.25,0.25,293,11.35,0.673056461227436
12,0.25,0.25,0.25,293,11.4,0.673056461227436
12,0.25,0.25,0.25,293,11.45,0.673056461227436
12,0.25,0.25,0.25,293,11.5,0.673056461227436
12,0.25,0.25,0.25,293,11.55,0.673056461227436
12,0.25,0.25,0.25,293,11.6,0.673056461227436
12,0.25,0.25,0.25,293,11.65,0.673056461227436
12,0.25,0.25,0.25,293,11.7,0.673056461227436
12,0.25,0.25,0.25,293,11.75,0.673056461227436
12,0.25,0.25,0.25,293,11.8,0.673056461227436
12,0.25,0.25,0.25,293,11.85,0.673056461227436
12,0.25,0.25,0.25,293,11.9,0.673056461227436
12,0.25,0.25,0.25,293,11.95,0.673056461227436
12,0.25,0.25,0.25,293,12,0.673056461227436
12,0.25,0.25,0.25,293,12.05,0.673056461227436
12,0.25,0.25,0.25,293,12.1,0.673056461227436
12,0.25,0.25,0.25,293,12.15,0.673056461227436
12,0.25,0.25,0.25,293,12.2,0.673056461227436
12,0.25,0.25,0.25,293,12.25,0.673056461227436
12,0.25,0.25,0.25,293,12.3,0.673056461227436
12,0.25,0.25,0.25,293,12.35,0.673056461227436
12,0.25,0.25,0.25,293,12.4,0.673056461227436
12,0.25,0.25,0.25,293,12.45,0.673056461227436
12,0.25,0.25,0.25,293,12.5,0.673056461227436
12,0.25,0.25,0.25,293,12.55,0.673056461227436
12,0.25,0.25,0.25,293,12.6,0.673056461227436
12,0.25,0.25,0.25,293,12.65,0.673056461227436
12,0.25,0.25,0.25,293,12.7,0.673056461227436
12,0.25,0.25,0.25,293,12.75,0.673056461227436
12,0.25,0.25,0.25,293,12.8,0.673056461227436
12,0.25,0.25,0.25,293,12.85,0.673056461227436
12,0.25,0.25,0.25,293,12.9,0.673056461227436
12,0.25,0.25,0.25,293,12.95,0.673056461227436
12,0.25,0.25,0.25,293,13,0.673056461227436
12,0.25,0.25,0.25,293,13.05,0.673056461227436
12,0.25,0.25,0.25,293,13.1,0.673056461227436
12,0.25,0.25,0.25,293,13.15,0.673056461227436
12,0.25,0.25,0.25,293,13.2,0.673056461227436
12,0.25,0.25,0.25,293,13.25,0.673056461227436
12,0.25,0.25,0.25,293,13.3,0.673056461227436
12,0.25,0.25,0.25,293,13.35,0.673056461227436
12,0.25,0.25,0.25,293,13.4,0.673056461227436
12,0.25,0.25,0.25,293,13.45,0.673056461227436
12,0.25,0.25,0.25,293,13.5,0.673056461227436
12,0.25,0.25,0.25,293,13.55,0.673056461227436
12,0.25,0.25,0.25,293,13.6,0.673056461227436
12,0.25,0.25,0.25,293,13.65,0.673056461227436
12,0.25,0.25,0.25,293,13.7,0.673056461227436
12,0.25,0.25,0.25,293,13.75,0.673056461227436
12,0.25,0.25,0.25,293,13.8,0.673056461227436
12,0.25,0.25,0.25,293,13.85,0.673056461227436
12,0.25,0.25,0.25,293,13.9,0.673056461227436
12,0.25,0.25,0.25,293,13.95,0.673056461227436
12,0.25,0.25,0.25,293,14,0.673056461227436
12,0.25,0.25,0.25,293,14.05,0.673056461227436
12,0.25,0.25,0.25,293,14.1,0.673056461227436
12,0.25,0.25,0.25,293,14.15,0.673056461227436
12,0.25,0.25,0.25,293,14.2,0.673056461227436
12,0.25,0.25,0.25,293,14.25,0.673056461227436
12,0.25,0.25,0.25,293,14.3,0.673056461227436
12,0.25,0.25,0.25,293,14.35,0.673056461227436
12,0.25,0.25,0.25,293,14.4,0.673056461227436
12,0.25,0.25,0.25,293,14.45,0.673056461227436
12,0.25,0.25,0.25,293,14.5,0.673056461227436
12,0.25,0.25,0.25,293,14.55,0.673056461227436
12,0.25,0.25,0.25,293,14.6,0.673056461227436
12,0.25,0.25,0.25,293,14.65,0.673056461227436
12,0.25,0.25,0.25,293,14.7,0.673056461227436
12,0.25,0.25,0.25,293,14.75,0.673056461227436
12,0.25,0.25,0.25,293,14.8,0.673056461227436
12,0.25,0.25,0.25,293,14.85,0.673056461227436
12,0.25,0.25,0.25,293,14.9,0.673056461227436
12,0.25,0.25,0.25,293,14.95,0.673056461227436
12,0.25,0.25,0.25,293,15,0.673056461227436
12,0.25,0.25,0.25,293,15.05,0.673056461227436
12,0.25,0.25,0.25,293,15.1,0.673056461227436
12,0.25,0.25,0.25,293,15.15,0.673056461227436
12,0.25,0.25,0.25,293,15.2,0.673056461227436
12,0.25,0.25,0.25,293,15.25,0.673056461227436
12,0.25,0.25,0.25,293,15.3,0.673056461227436
12,0.25,0.25,0.25,293,15.35,0.673056461227436
12,0.25,0.25,0.25,293,15.4,0.673056461227436
12,0.25,0.25,0.25,293,15.45,0.673056461227436
12,0.25,0.25,0.25,293,15.5,0.673056461227436
12,0.25,0.25,0.25,293,15.55,0.673056461227436
12,0.25,0.25,0.25,293,15.6,0.673056461227436
12,0.25,0.25,0.25,293,15.65,0.673056461227436
12,0.25,0.25,0.25,293,15.7,0.673056461227436
12,0.25,0.25,0.25,293,15.75,0.673056461227436
12,0.25,0.25,0.25,293,15.8,0.673056461227436
12,0.25,0.25,0.25,293,15.85,0.673056461227436
12,0.25,0.25,0.25,293,15.9,0.673056461227436
12,0.25,0.25,0.25,293,15.95,0.673056461227436
12,0.25,0.25,0.25,293,16,0.673056461227436
12,0.25,0.25,0.25,293,16.05,0.673056461227436
12,0.25,0.25,0.25,293,16.1,0.673056461227436
12,0.25,0.25,0.25,293,16.15,0.673056461227436
12,0.25,0.25,0.25,293,16.2,0.673056461227436
12,0.25,0.25,0.25,293,16.25,0.673056461227436
12,0.25,0.25,0.25,293,16.3,0.673056461227436
12,0.25,0.25,0.25,293,16.35,0.673056461227436
12,0.25,0.25,0.25,293,16.4,0.673056461227436
12,0.25,0.25,0.25,293,16.45,0.673056461227436
12,0.25,0.25,0.25,293,16.5,0.673056461227436
12,0.25,0.25,0.25,293,16.55,0.673056461227436
12,0.25,0.25,0.25,293,16.6,0.673056461227436
12,0.25,0.25,0.25,293,16.65,0.673056461227436
12,0.25,0.25,0.25,293,16.7,0.673056461227436
12,0.45,0.393,0.393,293,2,0.422431767555833
12,0.45,0.393,0.393,293,2.05,0.425923097515587
12,0.45,0.393,0.393,293,2.1,0.429358109546608
12,0.45,0.393,0.393,293,2.15,0.43273902126433
12,0.45,0.393,0.393,293,2.2,0.436067913784973
12,0.45,0.393,0.393,293,2.25,0.439346743018056
12,0.45,0.393,0.393,293,2.3,0.44257734979608
12,0.45,0.393,0.393,293,2.35,0.445761468983637
12,0.45,0.393,0.393,293,2.4,0.448900737688163
12,0.45,0.393,0.393,293,2.45,0.451996702677719
12,0.45,0.393,0.393,293,2.5,0.455050827096886
12,0.45,0.393,0.393,293,2.55,0.458064496559838
12,0.45,0.393,0.393,293,2.6,0.46103902468936
12,0.45,0.393,0.393,293,2.65,0.46397565816182
12,0.45,0.393,0.393,293,2.7,0.466875581310607
12,0.45,0.393,0.393,293,2.75,0.469739920334089
12,0.45,0.393,0.393,293,2.8,0.47256974714861
12,0.45,0.393,0.393,293,2.85,0.475366082922235
12,0.45,0.393,0.393,293,2.9,0.478129901320813
12,0.45,0.393,0.393,293,2.95,0.480862131494296
12,0.45,0.393,0.393,293,3,0.483563660828141
12,0.45,0.393,0.393,293,3.05000000000001,0.486235337481859
12,0.45,0.393,0.393,293,3.10000000000001,0.488877972734376
12,0.45,0.393,0.393,293,3.15000000000001,0.491492343153776
12,0.45,0.393,0.393,293,3.20000000000001,0.494079192607149
12,0.45,0.393,0.393,293,3.25000000000001,0.496639234124612
12,0.45,0.393,0.393,293,3.30000000000001,0.499173151630177
12,0.45,0.393,0.393,293,3.35000000000001,0.501681601550825
12,0.45,0.393,0.393,293,3.40000000000001,0.504165214314043
12,0.45,0.393,0.393,293,3.45000000000001,0.506624595743081
12,0.45,0.393,0.393,293,3.50000000000001,0.509060328358281
12,0.45,0.393,0.393,293,3.55000000000001,0.511472972592049
12,0.45,0.393,0.393,293,3.60000000000001,0.513863067924338
12,0.45,0.393,0.393,293,3.65000000000001,0.516231133944862
12,0.45,0.393,0.393,293,3.70000000000001,0.518577671347705
12,0.45,0.393,0.393,293,3.75000000000001,0.52090316286348
12,0.45,0.393,0.393,293,3.80000000000001,0.523208074133744
12,0.45,0.393,0.393,293,3.85000000000001,0.525492854531942
12,0.45,0.393,0.393,293,3.90000000000001,0.527757937934808
12,0.45,0.393,0.393,293,3.95000000000001,0.530003743447805
12,0.45,0.393,0.393,293,4.00000000000001,0.532230676087893
12,0.45,0.393,0.393,293,4.05000000000001,0.534439127426619
12,0.45,0.393,0.393,293,4.10000000000001,0.536629476196316
12,0.45,0.393,0.393,293,4.15000000000001,0.538802088861932
12,0.45,0.393,0.393,293,4.20000000000001,0.540957320160841
12,0.45,0.393,0.393,293,4.25000000000001,0.543095513612767
12,0.45,0.393,0.393,293,4.30000000000001,0.545217002001836
12,0.45,0.393,0.393,293,4.35000000000001,0.547322107832554
12,0.45,0.393,0.393,293,4.40000000000001,0.549411143761431
12,0.45,0.393,0.393,293,4.45000000000001,0.551484413005784
12,0.45,0.393,0.393,293,4.50000000000001,0.553542209731202
12,0.45,0.393,0.393,293,4.55000000000001,0.555584819418977
12,0.45,0.393,0.393,293,4.60000000000001,0.557612519214768
12,0.45,0.393,0.393,293,4.65000000000001,0.559625578259639
12,0.45,0.393,0.393,293,4.7,0.561624258004544
12,0.45,0.393,0.393,293,4.75,0.563608812509256
12,0.45,0.393,0.393,293,4.8,0.565579488726654
12,0.45,0.393,0.393,293,4.85,0.56753652677325
12,0.45,0.393,0.393,293,4.9,0.569480160186733
12,0.45,0.393,0.393,293,4.95,0.571410616171297
12,0.45,0.393,0.393,293,5,0.573328115831439
12,0.45,0.393,0.393,293,5.05,0.575232874394883
12,0.45,0.393,0.393,293,5.1,0.577125101425238
12,0.45,0.393,0.393,293,5.15,0.579005001024956
12,0.45,0.393,0.393,293,5.2,0.580872772029127
12,0.45,0.393,0.393,293,5.25,0.582728608190599
12,0.45,0.393,0.393,293,5.3,0.584572698356905
12,0.45,0.393,0.393,293,5.35,0.586405226639415
12,0.45,0.393,0.393,293,5.4,0.588226372575139
12,0.45,0.393,0.393,293,5.45,0.590036311281562
12,0.45,0.393,0.393,293,5.5,0.591835213604859
12,0.45,0.393,0.393,293,5.55,0.593623246261858
12,0.45,0.393,0.393,293,5.6,0.595400571976031
12,0.45,0.393,0.393,293,5.65,0.597167349607856
12,0.45,0.393,0.393,293,5.7,0.598923734279796
12,0.45,0.393,0.393,293,5.75,0.600669877496183
12,0.45,0.393,0.393,293,5.8,0.602405927258251
12,0.45,0.393,0.393,293,5.85,0.604132028174551
12,0.45,0.393,0.393,293,5.9,0.60584832156698
12,0.45,0.393,0.393,293,5.95,0.607554945572619
12,0.45,0.393,0.393,293,6,0.6092520352416
12,0.45,0.393,0.393,293,6.05,0.610939722631168
12,0.45,0.393,0.393,293,6.1,0.612618136896132
12,0.45,0.393,0.393,293,6.15,0.614287404375856
12,0.45,0.393,0.393,293,6.2,0.615947648677971
12,0.45,0.393,0.393,293,6.25,0.617598990758935
12,0.45,0.393,0.393,293,6.3,0.619241549001596
12,0.45,0.393,0.393,293,6.35,0.620875439289892
12,0.45,0.393,0.393,293,6.4,0.622500775080809
12,0.45,0.393,0.393,293,6.45,0.624117667473729
12,0.45,0.393,0.393,293,6.5,0.625726225277266
12,0.45,0.393,0.393,293,6.55,0.627326555073719
12,0.45,0.393,0.393,293,6.6,0.628918761281225
12,0.45,0.393,0.393,293,6.65,0.630502946213731
12,0.45,0.393,0.393,293,6.7,0.632079210138856
12,0.45,0.393,0.393,293,6.75,0.63364765133375
12,0.45,0.393,0.393,293,6.8,0.635208366139022
12,0.45,0.393,0.393,293,6.85,0.63676144901083
12,0.45,0.393,0.393,293,6.9,0.638306992571188
12,0.45,0.393,0.393,293,6.95,0.63984508765659
12,0.45,0.393,0.393,293,7,0.641375823364993
12,0.45,0.393,0.393,293,7.05,0.642899287101249
12,0.45,0.393,0.393,293,7.1,0.644415564621025
12,0.45,0.393,0.393,293,7.15,0.645924740073293
12,0.45,0.393,0.393,293,7.2,0.647426896041432
12,0.45,0.393,0.393,293,7.25,0.648922113583
12,0.45,0.393,0.393,293,7.3,0.650410472268231
12,0.45,0.393,0.393,293,7.35,0.651892050217306
12,0.45,0.393,0.393,293,7.4,0.653366924136438
12,0.45,0.393,0.393,293,7.45,0.654835169352825
12,0.45,0.393,0.393,293,7.49999999999999,0.656296859848515
12,0.45,0.393,0.393,293,7.54999999999999,0.657752068293208
12,0.45,0.393,0.393,293,7.59999999999999,0.659200866076061
12,0.45,0.393,0.393,293,7.64999999999999,0.660643323336506
12,0.45,0.393,0.393,293,7.69999999999999,0.662079508994138
12,0.45,0.393,0.393,293,7.74999999999999,0.663509490777696
12,0.45,0.393,0.393,293,7.79999999999999,0.664933335253176
12,0.45,0.393,0.393,293,7.84999999999999,0.666351107851097
12,0.45,0.393,0.393,293,7.89999999999999,0.667762872892971
12,0.45,0.393,0.393,293,7.94999999999999,0.669168693616982
12,0.45,0.393,0.393,293,7.99999999999999,0.670568632202915
12,0.45,0.393,0.393,293,8.04999999999999,0.671962749796367
12,0.45,0.393,0.393,293,8.09999999999999,0.673351106532244
12,0.45,0.393,0.393,293,8.14999999999999,0.674733761557598
12,0.45,0.393,0.393,293,8.19999999999999,0.676110773053797
12,0.45,0.393,0.393,293,8.24999999999999,0.677482198258076
12,0.45,0.393,0.393,293,8.29999999999999,0.678848093484476
12,0.45,0.393,0.393,293,8.34999999999999,0.680208514144192
12,0.45,0.393,0.393,293,8.39999999999999,0.681563514765363
12,0.45,0.393,0.393,293,8.44999999999999,0.682913149012298
12,0.45,0.393,0.393,293,8.49999999999999,0.684257469704192
12,0.45,0.393,0.393,293,8.54999999999999,0.685596528833309
12,0.45,0.393,0.393,293,8.59999999999999,0.686930377582687
12,0.45,0.393,0.393,293,8.64999999999999,0.68825906634335
12,0.45,0.393,0.393,293,8.69999999999999,0.689582644731066
12,0.45,0.393,0.393,293,8.74999999999999,0.690901161602651
12,0.45,0.393,0.393,293,8.79999999999999,0.692214665071844
12,0.45,0.393,0.393,293,8.84999999999999,0.693523202524752
12,0.45,0.393,0.393,293,8.89999999999999,0.694826820634904
12,0.45,0.393,0.393,293,8.94999999999999,0.696125565377896
12,0.45,0.393,0.393,293,8.99999999999999,0.697419482045663
12,0.45,0.393,0.393,293,9.04999999999999,0.698708615260382
12,0.45,0.393,0.393,293,9.09999999999999,0.699993008988011
12,0.45,0.393,0.393,293,9.14999999999999,0.701272706551488
12,0.45,0.393,0.393,293,9.19999999999999,0.702547750643595
12,0.45,0.393,0.393,293,9.24999999999999,0.703818183339486
12,0.45,0.393,0.393,293,9.29999999999999,0.70508404610891
12,0.45,0.393,0.393,293,9.34999999999999,0.706345379828125
12,0.45,0.393,0.393,293,9.39999999999999,0.707602224791514
12,0.45,0.393,0.393,293,9.44999999999999,0.708854620722914
12,0.45,0.393,0.393,293,9.49999999999999,0.710102606786664
12,0.45,0.393,0.393,293,9.54999999999999,0.711346221598383
