Tunnel length [m],Tunnel width [m],Tunnel height [m],Hydrauric diameter,T [K],Qdot [Kw],Critical velocity [m/s]
12,0.45,0.393,0.393,293,9.59999999999999,0.712585503235491
12,0.45,0.393,0.393,293,9.64999999999999,0.713820489247462
12,0.45,0.393,0.393,293,9.69999999999999,0.715051216665842
12,0.45,0.393,0.393,293,9.74999999999999,0.716277722014021
12,0.45,0.393,0.393,293,9.79999999999999,0.717500041316769
12,0.45,0.393,0.393,293,9.84999999999999,0.718718210109551
12,0.45,0.393,0.393,293,9.89999999999999,0.719932263447617
12,0.45,0.393,0.393,293,9.94999999999999,0.721142235914883
12,0.45,0.393,0.393,293,9.99999999999999,0.722348161632596
12,0.45,0.393,0.393,293,10.05,0.723550074267809
12,0.45,0.393,0.393,293,10.1,0.724748007041647
12,0.45,0.393,0.393,293,10.15,0.72594199273739
12,0.45,0.393,0.393,293,10.2,0.727132063708371
12,0.45,0.393,0.393,293,10.25,0.728318251885687
12,0.45,0.393,0.393,293,10.3,0.729500588785745
12,0.45,0.393,0.393,293,10.35,0.730679105517623
12,0.45,0.393,0.393,293,10.4,0.731853832790282
12,0.45,0.393,0.393,293,10.45,0.733024800919605
12,0.45,0.393,0.393,293,10.5,0.734192039835278
12,0.45,0.393,0.393,293,10.55,0.73535557908753
12,0.45,0.393,0.393,293,10.6,0.736515447853711
12,0.45,0.393,0.393,293,10.65,0.737671674944734
12,0.45,0.393,0.393,293,10.7,0.738824288811373
12,0.45,0.393,0.393,293,10.75,0.739973317550421
12,0.45,0.393,0.393,293,10.8,0.741118788910722
12,0.45,0.393,0.393,293,10.85,0.742260730299067
12,0.45,0.393,0.393,293,10.9,0.743399168785963
12,0.45,0.393,0.393,293,10.95,0.744534131111283
12,0.45,0.393,0.393,293,11,0.745665643689791
12,0.45,0.393,0.393,293,11.05,0.746793732616556
12,0.45,0.393,0.393,293,11.1,0.747918423672243
12,0.45,0.393,0.393,293,11.15,0.749039742328303
12,0.45,0.393,0.393,293,11.2,0.750157713752049
12,0.45,0.393,0.393,293,11.25,0.751272362811623
12,0.45,0.393,0.393,293,11.3,0.752383714080869
12,0.45,0.393,0.393,293,11.35,0.753491791844098
12,0.45,0.393,0.393,293,11.4,0.754596620100759
12,0.45,0.393,0.393,293,11.45,0.755698222570013
12,0.45,0.393,0.393,293,11.5,0.756796622695216
12,0.45,0.393,0.393,293,11.55,0.757891843648306
12,0.45,0.393,0.393,293,11.6,0.75898390833411
12,0.45,0.393,0.393,293,11.65,0.760072839394554
12,0.45,0.393,0.393,293,11.7,0.7611586592128
12,0.45,0.393,0.393,293,11.75,0.762241389917289
12,0.45,0.393,0.393,293,11.8,0.763321053385716
12,0.45,0.393,0.393,293,11.85,0.764397671248915
12,0.45,0.393,0.393,293,11.9,0.765471264894676
12,0.45,0.393,0.393,293,11.95,0.766541855471484
12,0.45,0.393,0.393,293,12,0.767609463892184
12,0.45,0.393,0.393,293,12.05,0.768674110837577
12,0.45,0.393,0.393,293,12.1,0.769735816759944
12,0.45,0.393,0.393,293,12.15,0.770794601886507
12,0.45,0.393,0.393,293,12.2,0.771850486222815
12,0.45,0.393,0.393,293,12.25,0.772903489556079
12,0.45,0.393,0.393,293,12.3,0.773953631458425
12,0.45,0.393,0.393,293,12.35,0.775000931290104
12,0.45,0.393,0.393,293,12.4,0.776045408202628
12,0.45,0.393,0.393,293,12.45,0.777087081141855
12,0.45,0.393,0.393,293,12.5,0.778125968851012
12,0.45,0.393,0.393,293,12.55,0.779162089873662
12,0.45,0.393,0.393,293,12.6,0.780195462556619
12,0.45,0.393,0.393,293,12.65,0.781226105052806
12,0.45,0.393,0.393,293,12.7,0.782254035324062
12,0.45,0.393,0.393,293,12.75,0.783279271143894
12,0.45,0.393,0.393,293,12.8,0.784301830100186
12,0.45,0.393,0.393,293,12.85,0.785321729597851
12,0.45,0.393,0.393,293,12.9,0.78633898686144
12,0.45,0.393,0.393,293,12.95,0.7873536189377
12,0.45,0.393,0.393,293,13,0.788365642698089
12,0.45,0.393,0.393,293,13.05,0.789375074841246
12,0.45,0.393,0.393,293,13.1,0.790381931895413
12,0.45,0.393,0.393,293,13.15,0.791386230220821
12,0.45,0.393,0.393,293,13.2,0.792387986012024
12,0.45,0.393,0.393,293,13.25,0.793387215300202
12,0.45,0.393,0.393,293,13.3,0.794383933955415
12,0.45,0.393,0.393,293,13.35,0.795378157688824
12,0.45,0.393,0.393,293,13.4,0.79636990205487
12,0.45,0.393,0.393,293,13.45,0.797359182453413
12,0.45,0.393,0.393,293,13.5,0.798346014131839
12,0.45,0.393,0.393,293,13.55,0.799330412187127
12,0.45,0.393,0.393,293,13.6,0.800312391567884
12,0.45,0.393,0.393,293,13.65,0.801291967076338
12,0.45,0.393,0.393,293,13.7,0.802269153370306
12,0.45,0.393,0.393,293,13.75,0.80324396496512
12,0.45,0.393,0.393,293,13.8,0.80421641623553
12,0.45,0.393,0.393,293,13.85,0.805186521417565
12,0.45,0.393,0.393,293,13.9,0.806154294610368
12,0.45,0.393,0.393,293,13.95,0.807119749777999
12,0.45,0.393,0.393,293,14,0.808082900751211
12,0.45,0.393,0.393,293,14.05,0.80904376122919
12,0.45,0.393,0.393,293,14.1,0.810002344781271
12,0.45,0.393,0.393,293,14.15,0.810958664848626
12,0.45,0.393,0.393,293,14.2,0.811912734745919
12,0.45,0.393,0.393,293,14.25,0.812864567662942
12,0.45,0.393,0.393,293,14.3,0.813814176666216
12,0.45,0.393,0.393,293,14.35,0.814761574700572
12,0.45,0.393,0.393,293,14.4,0.8157067745907
12,0.45,0.393,0.393,293,14.45,0.816649789042682
12,0.45,0.393,0.393,293,14.5,0.817590630645493
12,0.45,0.393,0.393,293,14.55,0.818529311872478
12,0.45,0.393,0.393,293,14.6,0.81946584508281
12,0.45,0.393,0.393,293,14.65,0.820400242522921
12,0.45,0.393,0.393,293,14.7,0.82133251632791
12,0.45,0.393,0.393,293,14.75,0.822262678522933
12,0.45,0.393,0.393,293,14.8,0.823190741024565
12,0.45,0.393,0.393,293,14.85,0.824116715642145
12,0.45,0.393,0.393,293,14.9,0.825040614079099
12,0.45,0.393,0.393,293,14.95,0.82596244793424
12,0.45,0.393,0.393,293,15,0.826882228703049
12,0.45,0.393,0.393,293,15.05,0.827799967778942
12,0.45,0.393,0.393,293,15.1,0.828715676454503
12,0.45,0.393,0.393,293,15.15,0.829629365922715
12,0.45,0.393,0.393,293,15.2,0.83054104727816
12,0.45,0.393,0.393,293,15.25,0.831450731518205
12,0.45,0.393,0.393,293,15.3,0.832358429544168
12,0.45,0.393,0.393,293,15.35,0.833264152162473
12,0.45,0.393,0.393,293,15.4,0.834167910085776
12,0.45,0.393,0.393,293,15.45,0.835069713934083
12,0.45,0.393,0.393,293,15.5,0.835969574235848
12,0.45,0.393,0.393,293,15.55,0.836867501429054
12,0.45,0.393,0.393,293,15.6,0.837763505862281
12,0.45,0.393,0.393,293,15.65,0.838657597795751
12,0.45,0.393,0.393,293,15.7,0.839549787402366
12,0.45,0.393,0.393,293,15.75,0.840440084768726
12,0.45,0.393,0.393,293,15.8,0.841328499896129
12,0.45,0.393,0.393,293,15.85,0.842215042701566
12,0.45,0.393,0.393,293,15.9,0.843099723018689
12,0.45,0.393,0.393,293,15.95,0.843874315286348
12,0.45,0.393,0.393,293,16,0.843874315286348
12,0.45,0.393,0.393,293,16.05,0.843874315286348
12,0.45,0.393,0.393,293,16.1,0.843874315286348
12,0.45,0.393,0.393,293,16.15,0.843874315286348
12,0.45,0.393,0.393,293,16.2,0.843874315286348
12,0.45,0.393,0.393,293,16.25,0.843874315286348
12,0.45,0.393,0.393,293,16.3,0.843874315286348
12,0.45,0.393,0.393,293,16.35,0.843874315286348
12,0.45,0.393,0.393,293,16.4,0.843874315286348
12,0.45,0.393,0.393,293,16.45,0.843874315286348
12,0.45,0.393,0.393,293,16.5,0.843874315286348
12,0.45,0.393,0.393,293,16.55,0.843874315286348
12,0.45,0.393,0.393,293,16.6,0.843874315286348
12,0.45,0.393,0.393,293,16.65,0.843874315286348
12,0.45,0.393,0.393,293,16.7,0.843874315286348
12,0.45,0.393,0.393,293,16.75,0.843874315286348
12,0.45,0.393,0.393,293,16.8,0.843874315286348
12,0.45,0.393,0.393,293,16.85,0.843874315286348
12,0.45,0.393,0.393,293,16.9,0.843874315286348
12,0.45,0.393,0.393,293,16.95,0.843874315286348
12,0.45,0.393,0.393,293,17,0.843874315286348
12,0.45,0.393,0.393,293,17.05,0.843874315286348
12,0.45,0.393,0.393,293,17.1,0.843874315286348
12,0.45,0.393,0.393,293,17.15,0.843874315286348
12,0.45,0.393,0.393,293,17.1999999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.25,0.843874315286348
12,0.45,0.393,0.393,293,17.3,0.843874315286348
12,0.45,0.393,0.393,293,17.3499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.3999999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.4499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.5,0.843874315286348
12,0.45,0.393,0.393,293,17.5499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.5999999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.6499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.6999999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.7499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.7999999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.8499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.8999999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.9499999999999,0.843874315286348
12,0.45,0.393,0.393,293,17.9999999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.0499999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.0999999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.1499999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.1999999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.2499999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.2999999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.3499999999999,0.843874315286348
12,0.45,0.393,0.393,293,18.3999999999999,0.843874315286348
